xmin,ymin,xmax,ymax,confidence,class,name,frame
129.01083374023438,398.1557922363281,299.6398620605469,566.842041015625,0.26031798124313354,0,hilal,19
120.75129699707031,393.5802001953125,306.5517883300781,569.2432250976562,0.26172158122062683,0,hilal,20
121.68828582763672,393.0648498535156,301.50213623046875,568.6531982421875,0.31823664903640747,0,hilal,21
107.89443969726562,330.0652770996094,335.33056640625,572.6784057617188,0.2697758078575134,0,hilal,25
111.48987579345703,322.9005432128906,324.4232482910156,567.6842041015625,0.2618572413921356,0,hilal,29
111.78673553466797,333.65594482421875,325.6484680175781,567.8823852539062,0.2617906332015991,0,hilal,36
114.46320343017578,337.9255676269531,313.9722900390625,564.9658813476562,0.2932108938694,0,hilal,37
114.03834533691406,339.7552795410156,314.3687744140625,566.6231689453125,0.2960391044616699,0,hilal,38
110.33547973632812,337.4003601074219,320.8120422363281,567.1987915039062,0.28877124190330505,0,hilal,39
110.52969360351562,334.8995056152344,319.3340759277344,567.0093994140625,0.25815680623054504,0,hilal,40
108.82359313964844,336.37896728515625,325.3963317871094,567.3136596679688,0.28110355138778687,0,hilal,41
110.5702133178711,339.2862854003906,311.673583984375,566.3837280273438,0.26154953241348267,0,hilal,42
110.360595703125,378.70672607421875,301.149169921875,567.7123413085938,0.27391618490219116,0,hilal,55
110.45504760742188,382.225341796875,301.8267822265625,565.80419921875,0.26368212699890137,0,hilal,56
109.63818359375,323.706298828125,318.5113525390625,565.2246704101562,0.2625008523464203,0,hilal,71
110.13194274902344,327.2865295410156,313.6584167480469,566.5103759765625,0.2786026895046234,0,hilal,72
109.49488830566406,332.9542236328125,310.4308166503906,566.5175170898438,0.28285107016563416,0,hilal,73
107.97745513916016,337.263671875,309.2908020019531,565.7425537109375,0.2627159655094147,0,hilal,74
106.38063049316406,336.4110107421875,314.7310485839844,566.872314453125,0.28980085253715515,0,hilal,75
104.76762390136719,329.7086181640625,319.8184814453125,566.6613159179688,0.26829737424850464,0,hilal,76
105.67351531982422,336.0871276855469,314.35174560546875,567.7938842773438,0.3081682622432709,0,hilal,77
109.5045166015625,372.3337097167969,293.8281555175781,566.4406127929688,0.37110352516174316,0,hilal,78
111.5268783569336,372.8260498046875,288.4324951171875,566.3007202148438,0.3691484034061432,0,hilal,79
113.05659484863281,355.6874694824219,278.2599792480469,566.9536743164062,0.42853236198425293,0,hilal,80
109.5543212890625,353.50006103515625,281.482421875,567.2208862304688,0.454182893037796,0,hilal,81
115.5114974975586,348.1450500488281,279.32586669921875,565.0467529296875,0.3879889249801636,0,hilal,82
111.05696105957031,340.4589538574219,296.4572448730469,565.98291015625,0.3563009202480316,0,hilal,83
114.55545043945312,340.26708984375,299.2622375488281,565.7667846679688,0.2796200215816498,0,hilal,84
109.23072052001953,338.3883056640625,306.2833251953125,565.28466796875,0.3038746416568756,0,hilal,86
116.2155990600586,377.50445556640625,290.88916015625,563.26904296875,0.39999333024024963,0,hilal,87
115.7411117553711,373.36187744140625,291.33319091796875,564.0859375,0.3861624300479889,0,hilal,88
116.19556427001953,372.88299560546875,291.1201477050781,564.5833129882812,0.35659995675086975,0,hilal,89
110.46127319335938,339.07867431640625,320.69073486328125,565.0143432617188,0.31538423895835876,0,hilal,96
111.67472839355469,342.52655029296875,319.1600341796875,563.8566284179688,0.26395347714424133,0,hilal,97
109.5292739868164,339.191650390625,328.70703125,565.7830200195312,0.275946706533432,0,hilal,98
114.91056060791016,349.07403564453125,314.9225158691406,565.3134155273438,0.2929614186286926,0,hilal,99
118.9481430053711,376.6935729980469,294.3494567871094,566.4931030273438,0.2664913833141327,0,hilal,100
118.02049255371094,341.7372741699219,301.6605529785156,565.5980224609375,0.2505956292152405,0,hilal,103
116.34969329833984,337.5218811035156,308.8711242675781,565.06005859375,0.25534841418266296,0,hilal,104
113.22096252441406,317.8815002441406,321.30718994140625,566.7815551757812,0.26051729917526245,0,hilal,105
112.31835174560547,321.3486633300781,321.7784423828125,566.0037841796875,0.26041457056999207,0,hilal,106
110.88551330566406,318.3494567871094,322.10467529296875,566.2272338867188,0.2730688452720642,0,hilal,107
112.87103271484375,326.4896240234375,311.658447265625,566.0426025390625,0.3001783788204193,0,hilal,108
116.02284240722656,322.9504699707031,316.5894470214844,566.4519653320312,0.28459057211875916,0,hilal,110
116.76660919189453,321.4106750488281,313.6505126953125,563.2796020507812,0.31207653880119324,0,hilal,111
116.30061340332031,328.18475341796875,309.1327819824219,563.41064453125,0.4134780764579773,0,hilal,112
119.47289276123047,334.095458984375,305.7796936035156,562.8723754882812,0.31609123945236206,0,hilal,113
121.25296783447266,331.22491455078125,307.1231384277344,562.8097534179688,0.26927390694618225,0,hilal,114
118.13565826416016,331.4504699707031,308.0703430175781,564.173828125,0.2676803767681122,0,hilal,115
115.120361328125,315.63519287109375,319.02203369140625,562.4292602539062,0.2552398145198822,0,hilal,117
115.2767105102539,315.271484375,320.12518310546875,562.16259765625,0.29180559515953064,0,hilal,118
115.42655944824219,315.01727294921875,319.16058349609375,562.32470703125,0.3054376542568207,0,hilal,119
112.82303619384766,347.4248962402344,334.2080993652344,564.6891479492188,0.2545822560787201,0,hilal,148
112.80713653564453,350.8822937011719,332.0655822753906,564.3597412109375,0.2712865173816681,0,hilal,149
116.14850616455078,383.9030456542969,333.9348449707031,566.1798706054688,0.2616964280605316,0,hilal,161
116.30615234375,346.02362060546875,331.6398620605469,565.1458129882812,0.2732870578765869,0,hilal,162
112.8586196899414,333.18365478515625,334.5253601074219,565.6028442382812,0.3812275230884552,0,hilal,163
112.7191390991211,333.46282958984375,333.9366455078125,566.28857421875,0.35876724123954773,0,hilal,164
114.99981689453125,330.0911865234375,325.84259033203125,567.0652465820312,0.3793555796146393,0,hilal,165
113.6595458984375,321.6297302246094,332.5478820800781,566.3873291015625,0.44518738985061646,0,hilal,166
111.82090759277344,320.78131103515625,335.414794921875,566.5711059570312,0.41499418020248413,0,hilal,167
112.32329559326172,339.0732421875,337.7874755859375,566.8726196289062,0.3933175206184387,0,hilal,168
124.31330871582031,326.7567138671875,304.8770751953125,561.2512817382812,0.31386110186576843,0,hilal,467
119.99064636230469,311.8402404785156,316.1406555175781,564.7084350585938,0.3884543478488922,0,hilal,468
112.17902374267578,267.94061279296875,334.84759521484375,562.6079711914062,0.30329617857933044,0,hilal,469
